O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20,O21,UNK,TP,TN,FP,FN
1,0,0,0,1,0,1,1,0,1,1,1000,5,0,20,lifo,tso,0,--reachability-slice,--round-to-zero,--cvc4,751,180,0,69,0
1,0,0,0,1,1,0,0,1,0,0,0,1,2000,0,fifo,tso,--arrays-uf-always,--reachability-slice,--round-to-zero,--mathsat,740,111,118,14,17
1,0,0,0,1,1,0,0,1,0,0,2000,1,1000,20,0,pso,--arrays-uf-always,--reachability-slice-fb,--round-to-zero,--cprover-smt2,614,212,127,21,26
1,0,0,0,1,1,1,0,0,0,1,2000,20,5000,10,lifo,pso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,0,690,163,84,51,12
1,0,0,0,1,1,1,0,1,1,1,1000,5,100,100,fifo,pso,0,--reachability-slice-fb,--round-to-minus-inf,0,718,153,77,42,10
1,0,0,0,1,1,1,1,1,0,0,100,5,2000,10,lifo,sc,--arrays-uf-always,--reachability-slice-fb,--round-to-zero,0,708,195,0,97,0
1,0,0,1,0,0,0,1,0,0,0,2000,1,0,20,lifo,sc,--arrays-uf-never,--reachability-slice,--round-to-minus-inf,--z3,810,168,0,22,0
1,0,0,1,0,0,0,1,1,0,1,100,5,0,5,fifo,tso,--arrays-uf-never,--reachability-slice,--round-to-nearest,--yices,921,69,0,10,0
1,0,0,1,0,0,1,1,1,0,1,2000,20,5000,20,0,sc,0,--reachability-slice,--round-to-nearest,--yices,730,224,0,46,0
1,0,0,1,0,1,0,0,0,0,1,100,10,1000,5,0,pso,0,--reachability-slice-fb,--round-to-nearest,0,78,75,425,5,417
1,0,0,1,0,1,1,0,1,0,1,2000,100,0,5,fifo,pso,0,--reachability-slice-fb,--round-to-nearest,--cprover-smt2,703,146,96,38,17
1,0,0,1,0,1,1,0,1,1,0,5000,1,100,5,0,pso,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,--mathsat,446,264,92,183,15
1,0,0,1,0,1,1,1,0,0,0,100,100,5000,100,fifo,tso,0,0,--round-to-nearest,--boolector,1000,0,0,0,0
1,0,0,1,1,0,0,0,1,0,1,0,10,2000,100,fifo,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-plus-inf,--mathsat,729,121,103,27,20
1,0,0,1,1,0,0,1,0,1,1,0,100,100,100,lifo,tso,0,0,--round-to-plus-inf,--cvc4,827,160,0,13,0
1,0,0,1,1,0,0,1,1,0,0,2000,1,2000,0,0,tso,0,0,--round-to-minus-inf,--cprover-smt2,750,222,0,28,0
1,0,0,1,1,0,1,0,1,0,0,5000,5,2000,10,0,pso,--arrays-uf-always,0,--round-to-zero,--boolector,675,226,19,75,5
1,0,0,1,1,0,1,1,0,0,1,1000,100,2000,10,lifo,pso,--arrays-uf-always,--reachability-slice,--round-to-zero,--mathsat,923,67,0,10,0
1,0,0,1,1,1,0,0,0,1,0,100,100,1000,20,lifo,pso,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,0,31,64,459,7,439
1,0,0,1,1,1,0,1,1,1,0,5000,20,0,10,fifo,sc,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--yices,861,125,0,14,0
1,0,0,1,1,1,0,1,1,1,1,100,10,100,0,fifo,tso,0,--reachability-slice,--round-to-plus-inf,--yices,924,68,0,8,0
1,0,0,1,1,1,1,1,1,0,1,0,20,1000,20,0,tso,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--z3,719,234,0,47,0
1,0,0,1,1,1,1,1,1,1,0,0,1,1000,10,lifo,pso,0,0,--round-to-minus-inf,--boolector,796,139,0,65,0
1,0,1,0,0,0,0,0,1,1,0,2000,20,5000,10,fifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-plus-inf,--boolector,466,139,176,37,182
1,0,1,0,0,0,0,1,0,0,1,2000,20,100,100,lifo,sc,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,--yices,1000,0,0,0,0
1,0,1,0,0,0,0,1,0,1,1,0,5,0,0,lifo,pso,--arrays-uf-always,--reachability-slice-fb,--round-to-minus-inf,--z3,719,219,0,62,0
1,0,1,0,0,0,1,0,0,1,0,0,20,0,5,0,sc,--arrays-uf-always,0,--round-to-nearest,--boolector,531,364,22,82,1
1,0,1,0,0,0,1,1,0,1,0,2000,1,1000,100,lifo,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--boolector,601,306,0,93,0
1,0,1,0,0,1,0,0,0,0,1,0,100,1000,0,lifo,tso,--arrays-uf-never,--reachability-slice,--round-to-minus-inf,--z3,563,191,99,32,115
1,0,1,0,0,1,0,1,0,1,0,1000,10,5000,10,lifo,pso,0,0,--round-to-plus-inf,0,744,203,0,53,0
1,0,1,0,0,1,0,1,1,0,0,0,100,5000,5,lifo,pso,0,--reachability-slice-fb,--round-to-nearest,--cvc4,807,153,0,40,0
1,0,1,0,0,1,0,1,1,0,1,2000,10,2000,0,fifo,tso,0,--reachability-slice-fb,--round-to-nearest,--cprover-smt2,801,156,0,43,0
1,0,1,0,0,1,0,1,1,1,0,100,5,5000,10,fifo,pso,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--mathsat,892,82,0,26,0
1,0,1,0,0,1,1,1,0,0,1,100,5,0,5,lifo,pso,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,--cvc4,724,191,0,85,0
1,0,1,0,0,1,1,1,1,1,1,100,5,5000,5,0,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-minus-inf,--cprover-smt2,567,247,0,186,0
1,0,1,0,1,0,0,1,0,1,0,5000,20,2000,0,0,pso,--arrays-uf-always,0,--round-to-plus-inf,--cvc4,581,361,0,58,0
1,0,1,0,1,0,0,1,1,0,0,2000,10,1000,10,fifo,sc,--arrays-uf-always,0,--round-to-zero,--z3,806,155,0,39,0
1,0,1,0,1,0,1,1,0,0,0,100,1,0,0,fifo,tso,0,--reachability-slice-fb,--round-to-minus-inf,--cvc4,755,196,0,49,0
1,0,1,0,1,0,1,1,0,0,1,2000,100,1000,10,fifo,sc,--arrays-uf-never,--reachability-slice,--round-to-nearest,--cvc4,879,107,0,14,0
1,0,1,0,1,0,1,1,0,1,0,2000,1,100,10,lifo,pso,0,--reachability-slice-fb,--round-to-zero,--yices,600,306,0,94,0
1,0,1,0,1,1,0,1,1,1,1,5000,10,1000,100,0,tso,--arrays-uf-never,--reachability-slice-fb,--round-to-zero,0,720,226,0,54,0
1,0,1,0,1,1,1,0,1,0,0,5000,20,100,10,0,pso,0,--reachability-slice,--round-to-nearest,0,620,228,94,45,13
1,0,1,0,1,1,1,1,1,1,1,100,1,1000,5,lifo,sc,--arrays-uf-always,--reachability-slice-fb,--round-to-minus-inf,--z3,681,203,0,116,0
1,0,1,1,0,0,0,1,0,0,1,5000,5,5000,100,lifo,tso,--arrays-uf-never,--reachability-slice-fb,--round-to-minus-inf,--z3,752,207,0,41,0
1,0,1,1,0,0,0,1,0,1,0,0,10,2000,5,0,sc,--arrays-uf-never,--reachability-slice,--round-to-zero,--cvc4,573,361,0,66,0
1,0,1,1,0,0,0,1,1,1,1,5000,1,1000,5,fifo,sc,0,--reachability-slice,--round-to-zero,--cprover-smt2,777,174,0,49,0
1,0,1,1,0,0,1,0,1,0,0,5000,5,1000,0,0,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--cvc4,573,238,92,85,12
1,0,1,1,0,0,1,0,1,1,0,1000,1,2000,20,fifo,pso,--arrays-uf-always,0,--round-to-plus-inf,--z3,667,208,20,45,60
1,0,1,1,0,1,0,0,0,1,1,0,5,0,0,0,pso,0,--reachability-slice,--round-to-plus-inf,--mathsat,451,367,108,56,18
1,0,1,1,0,1,0,1,1,1,0,1000,5,0,0,0,sc,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--yices,693,243,0,64,0
1,0,1,1,0,1,0,1,1,1,1,0,5,5000,20,lifo,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,0,798,157,0,45,0
1,0,1,1,0,1,1,0,1,1,1,5000,10,0,10,lifo,tso,0,--reachability-slice,--round-to-zero,--mathsat,619,183,90,38,70
1,0,1,1,1,0,0,0,1,1,1,5000,20,5000,20,fifo,pso,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,--cvc4,526,138,139,36,161
1,0,1,1,1,0,0,1,0,0,0,5000,1,1000,20,fifo,sc,0,0,--round-to-nearest,--yices,1000,0,0,0,0
1,0,1,1,1,0,1,1,0,0,0,2000,100,0,5,fifo,tso,--arrays-uf-always,--reachability-slice,--round-to-nearest,--yices,1000,0,0,0,0
1,0,1,1,1,0,1,1,1,1,0,0,100,1000,0,fifo,pso,--arrays-uf-never,--reachability-slice,--round-to-zero,0,750,199,0,51,0
1,0,1,1,1,0,1,1,1,1,1,0,20,100,10,fifo,pso,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,--cvc4,745,202,0,53,0
1,0,1,1,1,0,1,1,1,1,1,2000,20,5000,5,lifo,tso,--arrays-uf-always,--reachability-slice,--round-to-nearest,--mathsat,782,167,0,51,0
1,0,1,1,1,1,1,0,1,0,1,100,20,1000,0,fifo,pso,0,0,--round-to-zero,--yices,208,186,265,59,282
1,0,1,1,1,1,1,0,1,1,1,2000,5,100,0,lifo,pso,--arrays-uf-always,0,--round-to-nearest,--cprover-smt2,682,195,19,43,61
1,0,1,1,1,1,1,1,0,1,1,1000,5,1000,0,fifo,tso,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,0,608,316,0,76,0
1,0,1,1,1,1,1,1,1,0,0,1000,100,5000,10,fifo,pso,--arrays-uf-always,0,--round-to-zero,--yices,738,209,0,53,0
1,1,0,0,0,0,0,0,1,0,1,0,1,2000,10,0,pso,0,--reachability-slice,--round-to-plus-inf,--cprover-smt2,203,108,311,33,345
1,1,0,0,0,0,0,1,0,0,1,5000,100,100,100,fifo,pso,--arrays-uf-always,--reachability-slice,--round-to-nearest,--yices,991,3,0,6,0
1,1,0,0,0,0,0,1,0,1,1,2000,1,1000,20,lifo,sc,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--yices,836,113,0,51,0
1,1,0,0,0,0,1,0,1,0,1,0,20,0,10,fifo,pso,0,--reachability-slice,--round-to-minus-inf,0,427,376,99,74,24
1,1,0,0,0,0,1,1,1,0,0,100,10,1000,0,fifo,sc,--arrays-uf-always,0,--round-to-plus-inf,0,596,349,0,55,0
1,1,0,0,0,0,1,1,1,0,1,5000,5,2000,20,lifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-minus-inf,--yices,549,358,0,93,0
1,1,0,0,0,1,0,0,0,1,0,100,5,0,10,0,tso,0,--reachability-slice-fb,--round-to-plus-inf,--boolector,198,88,327,22,365
1,1,0,0,0,1,0,0,1,0,0,5000,100,5000,5,0,pso,0,--reachability-slice-fb,--round-to-nearest,0,231,96,304,28,341
1,1,0,0,0,1,0,1,0,1,0,1000,10,1000,5,fifo,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--cprover-smt2,830,114,0,56,0
1,1,0,0,0,1,0,1,1,1,0,0,20,1000,5,fifo,sc,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,--cvc4,827,116,0,57,0
1,1,0,0,0,1,1,1,1,0,0,100,20,1000,10,fifo,tso,0,0,--round-to-plus-inf,--cprover-smt2,597,349,0,54,0
1,1,0,0,1,0,0,0,1,1,0,100,1,100,0,0,sc,0,--reachability-slice,--round-to-zero,--boolector,195,87,328,21,369
1,1,0,0,1,0,0,1,1,0,1,1000,20,5000,5,0,sc,0,--reachability-slice-fb,--round-to-plus-inf,--yices,845,110,0,45,0
1,1,0,0,1,0,1,0,1,1,1,100,10,100,5,lifo,sc,0,0,--round-to-plus-inf,0,277,329,206,110,78
1,1,0,0,1,1,0,1,0,0,1,1000,1,5000,10,0,pso,0,0,--round-to-plus-inf,--z3,888,93,0,19,0
1,1,0,1,0,0,0,1,0,0,0,5000,20,5000,0,lifo,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-minus-inf,--boolector,1000,0,0,0,0
1,1,0,1,0,0,0,1,0,0,1,100,1,5000,100,lifo,tso,0,0,--round-to-nearest,--mathsat,902,81,0,17,0
1,1,0,1,0,0,1,0,0,1,1,5000,100,0,20,lifo,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--boolector,445,344,110,76,25
1,1,0,1,0,0,1,1,1,1,1,2000,20,100,20,lifo,sc,--arrays-uf-always,--reachability-slice-fb,--round-to-zero,--mathsat,564,347,0,89,0
1,1,0,1,0,1,0,0,0,1,1,2000,20,2000,100,0,pso,--arrays-uf-always,--reachability-slice-fb,--round-to-plus-inf,--yices,219,98,309,33,341
1,1,0,1,0,1,0,0,1,1,1,1000,10,1000,20,0,sc,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--mathsat,209,105,307,34,345
1,1,0,1,0,1,0,1,1,0,0,0,5,5000,20,fifo,sc,--arrays-uf-never,0,--round-to-plus-inf,--cvc4,897,84,0,19,0
1,1,0,1,0,1,0,1,1,0,1,100,1,100,0,lifo,pso,--arrays-uf-always,--reachability-slice-fb,--round-to-plus-inf,--z3,856,101,0,43,0
1,1,0,1,0,1,1,0,0,1,0,0,1,100,5,lifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-nearest,0,473,343,97,76,11
1,1,0,1,0,1,1,0,0,1,1,2000,10,5000,100,fifo,sc,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--cvc4,445,374,97,71,13
1,1,0,1,0,1,1,0,1,0,1,5000,5,0,20,0,sc,--arrays-uf-always,0,--round-to-minus-inf,--cprover-smt2,364,375,97,149,15
1,1,0,1,0,1,1,0,1,1,0,5000,10,100,20,0,tso,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--yices,272,409,102,201,16
1,1,0,1,0,1,1,0,1,1,1,2000,20,1000,100,lifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-minus-inf,--cvc4,474,342,93,77,14
1,1,0,1,0,1,1,1,0,0,0,1000,10,0,5,fifo,sc,--arrays-uf-never,0,--round-to-minus-inf,--yices,1000,0,0,0,0
1,1,0,1,0,1,1,1,0,1,1,0,20,100,5,fifo,pso,--arrays-uf-always,0,--round-to-minus-inf,--z3,576,361,0,63,0
1,1,0,1,0,1,1,1,1,1,1,100,1,5000,0,0,pso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,0,375,415,0,210,0
1,1,0,1,1,0,0,1,0,0,1,2000,100,5000,20,0,pso,--arrays-uf-always,--reachability-slice,--round-to-nearest,--boolector,1000,0,0,0,0
1,1,0,1,1,0,0,1,0,1,1,5000,10,5000,5,fifo,tso,0,--reachability-slice,--round-to-minus-inf,--mathsat,838,110,0,52,0
1,1,0,1,1,0,0,1,1,0,1,100,10,0,100,fifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-nearest,--mathsat,888,84,0,28,0
1,1,0,1,1,0,1,0,0,0,0,5000,10,2000,100,lifo,sc,0,--reachability-slice-fb,--round-to-zero,--z3,469,332,107,68,24
1,1,0,1,1,1,0,0,0,0,1,2000,10,100,5,lifo,sc,--arrays-uf-always,0,--round-to-minus-inf,--boolector,408,0,265,0,327
1,1,0,1,1,1,0,1,1,1,0,5000,100,0,20,fifo,pso,0,--reachability-slice-fb,--round-to-zero,--cvc4,841,112,0,47,0
1,1,0,1,1,1,1,0,0,0,0,5000,100,2000,0,lifo,sc,0,--reachability-slice-fb,--round-to-minus-inf,--yices,897,0,91,0,12
1,1,1,0,0,0,0,0,1,1,1,2000,100,2000,5,0,tso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,--mathsat,202,113,308,38,339
1,1,1,0,0,0,1,0,1,0,1,5000,100,5000,20,fifo,pso,--arrays-uf-always,--reachability-slice,--round-to-zero,--mathsat,249,418,98,211,24
1,1,1,0,0,0,1,1,1,0,0,5000,20,100,5,0,tso,--arrays-uf-always,--reachability-slice,--round-to-zero,--yices,361,416,0,223,0
1,1,1,0,0,1,0,0,0,1,0,2000,10,100,10,lifo,pso,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--z3,238,107,287,41,327
1,1,1,0,0,1,0,0,0,1,0,2000,10,1000,100,fifo,pso,--arrays-uf-always,--reachability-slice,--round-to-nearest,--mathsat,238,112,286,39,325
1,1,1,0,0,1,0,1,0,0,0,5000,10,0,0,fifo,pso,--arrays-uf-never,0,--round-to-minus-inf,0,847,112,0,41,0
1,1,1,0,0,1,0,1,1,1,0,2000,1,1000,10,0,tso,--arrays-uf-never,0,--round-to-plus-inf,--mathsat,815,131,0,54,0
1,1,1,0,0,1,1,0,0,0,1,0,10,100,10,0,tso,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--mathsat,284,411,90,203,12
1,1,1,0,0,1,1,0,0,1,0,100,100,2000,0,0,tso,--arrays-uf-always,0,--round-to-plus-inf,--cprover-smt2,103,395,240,178,84
1,1,1,0,0,1,1,1,1,0,0,0,10,0,5,0,sc,0,--reachability-slice-fb,--round-to-plus-inf,--z3,353,420,0,227,0
1,1,1,0,1,0,0,0,0,1,0,5000,5,1000,10,0,tso,--arrays-uf-always,0,--round-to-plus-inf,--z3,235,120,284,38,323
1,1,1,0,1,0,0,0,1,0,1,1000,100,5000,20,lifo,tso,0,--reachability-slice-fb,--round-to-minus-inf,--z3,227,103,309,31,330
1,1,1,0,1,0,0,1,0,1,0,2000,20,2000,20,lifo,pso,0,--reachability-slice,--round-to-zero,--boolector,833,112,0,55,0
1,1,1,0,1,0,0,1,1,0,0,0,100,100,20,fifo,tso,0,--reachability-slice,--round-to-plus-inf,--boolector,839,117,0,44,0
1,1,1,0,1,0,0,1,1,0,0,5000,5,100,20,fifo,sc,--arrays-uf-always,--reachability-slice,--round-to-nearest,--z3,828,120,0,52,0
1,1,1,0,1,0,1,0,1,0,0,5000,5,0,5,0,sc,--arrays-uf-always,0,--round-to-plus-inf,0,277,415,90,207,11
1,1,1,0,1,0,1,1,0,0,0,100,5,1000,100,0,pso,--arrays-uf-always,0,--round-to-nearest,--yices,1000,0,0,0,0
1,1,1,0,1,0,1,1,0,1,0,2000,1,1000,5,lifo,pso,0,0,--round-to-nearest,--cvc4,429,398,0,173,0
1,1,1,0,1,0,1,1,1,1,1,1000,1,1000,5,0,tso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,--boolector,421,402,0,177,0
1,1,1,0,1,0,1,1,1,1,1,5000,10,2000,20,fifo,pso,0,--reachability-slice,--round-to-plus-inf,0,346,424,0,230,0
1,1,1,0,1,1,0,1,0,1,1,2000,1,2000,5,fifo,pso,0,--reachability-slice-fb,--round-to-nearest,--boolector,806,133,0,61,0
1,1,1,0,1,1,1,0,1,0,0,2000,100,2000,100,lifo,sc,--arrays-uf-always,0,--round-to-plus-inf,--cprover-smt2,352,380,97,154,17
1,1,1,1,0,0,0,0,0,0,0,1000,20,2000,0,fifo,pso,--arrays-uf-never,0,--round-to-plus-inf,--z3,241,99,303,23,334
1,1,1,1,0,0,0,0,0,0,1,1000,100,2000,0,0,tso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,--cvc4,185,107,330,29,349
1,1,1,1,0,0,0,1,1,0,0,100,1,2000,5,fifo,tso,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,--yices,855,102,0,43,0
1,1,1,1,0,0,1,0,0,0,0,1000,10,0,10,lifo,sc,--arrays-uf-always,--reachability-slice-fb,--round-to-nearest,--cprover-smt2,889,0,97,0,14
1,1,1,1,0,0,1,0,0,1,0,0,10,5000,100,lifo,pso,--arrays-uf-never,0,--round-to-minus-inf,0,357,378,97,154,14
1,1,1,1,0,0,1,1,1,1,1,1000,5,100,20,lifo,pso,--arrays-uf-never,0,--round-to-nearest,--boolector,443,391,0,166,0
1,1,1,1,0,1,0,0,0,1,0,0,100,2000,10,fifo,sc,--arrays-uf-always,0,--round-to-nearest,0,228,111,300,32,329
1,1,1,1,0,1,1,0,1,1,1,1000,20,0,10,0,tso,--arrays-uf-never,--reachability-slice-fb,--round-to-minus-inf,--mathsat,330,388,102,162,18
1,1,1,1,0,1,1,1,0,0,0,2000,10,100,10,fifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-zero,--cvc4,386,409,0,205,0
1,1,1,1,1,0,0,0,1,0,0,1000,100,100,100,lifo,sc,0,--reachability-slice-fb,--round-to-plus-inf,--mathsat,219,100,319,29,333
1,1,1,1,1,0,0,0,1,0,1,2000,20,0,100,0,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-plus-inf,--cvc4,206,111,306,42,335
1,1,1,1,1,0,0,0,1,1,1,5000,5,0,0,lifo,sc,0,0,--round-to-zero,--z3,237,104,296,33,330
1,1,1,1,1,0,0,1,0,1,0,100,1,0,5,0,pso,--arrays-uf-always,--reachability-slice,--round-to-zero,--mathsat,846,109,0,45,0
1,1,1,1,1,0,0,1,0,1,1,1000,10,5000,0,0,tso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,--cvc4,818,125,0,57,0
1,1,1,1,1,0,0,1,1,1,0,2000,100,100,0,lifo,sc,--arrays-uf-never,0,--round-to-minus-inf,0,865,101,0,34,0
1,1,1,1,1,0,1,0,1,0,0,0,100,0,20,0,sc,--arrays-uf-always,0,--round-to-plus-inf,--z3,288,390,106,201,15
1,1,1,1,1,0,1,0,1,0,0,2000,100,100,100,0,sc,--arrays-uf-never,0,--round-to-zero,--boolector,261,402,110,206,21
1,1,1,1,1,0,1,1,0,1,0,1000,10,0,5,lifo,sc,--arrays-uf-never,--reachability-slice,--round-to-zero,--z3,423,392,0,185,0
1,1,1,1,1,0,1,1,0,1,1,100,10,5000,5,0,sc,0,0,--round-to-minus-inf,--mathsat,418,397,0,185,0
1,1,1,1,1,0,1,1,1,1,0,0,10,5000,20,0,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-minus-inf,--cprover-smt2,353,419,0,228,0
1,1,1,1,1,1,0,1,0,1,0,0,5,100,10,fifo,sc,0,0,--round-to-zero,--yices,838,116,0,46,0
1,1,1,1,1,1,0,1,0,1,0,2000,1,2000,20,0,pso,--arrays-uf-always,--reachability-slice,--round-to-nearest,--cvc4,791,140,0,69,0
1,1,1,1,1,1,1,0,0,0,0,0,1,5000,100,0,sc,--arrays-uf-always,--reachability-slice-fb,--round-to-nearest,--z3,296,400,92,200,12
1,1,1,1,1,1,1,0,0,0,0,2000,10,1000,100,fifo,sc,--arrays-uf-always,0,--round-to-plus-inf,--boolector,891,0,96,0,13
1,1,1,1,1,1,1,0,0,1,1,1000,20,100,5,fifo,pso,0,--reachability-slice,--round-to-minus-inf,--cvc4,257,416,94,217,16
1,1,1,1,1,1,1,1,1,1,1,2000,1,5000,20,0,tso,0,0,--round-to-nearest,--yices,423,400,0,177,0
