TN,TP,FN,FP,prog,complete,score,falseRate,--drop-unused-functions,--full-slice,--no-assumptions,--no-built-in-assertions,--no-pretty-names,--no-self-loops-to-assumptions,--nondet-static,--partial-loops,--refine,--refine-strings,--slice-formula,--depth,--unwind,--max-nondet-tree-depth,--min-null-tree-depth,--paths,--mm,arrays-uf,reachability-slice,round,solver
0,397,0,189,1000,586,-2627.0,32.252559727,0,1,1,0,0,0,1,1,0,1,1,100,100,0,10,fifo,pso,0,--reachability-slice,--round-to-minus-inf,--z3
0,408,0,190,1000,598,-2632.0,31.7725752508,0,1,1,1,0,1,1,1,1,0,1,1000,10,2000,100,0,pso,--arrays-uf-always,--reachability-slice,--round-to-nearest,0
0,247,0,186,1000,433,-2729.0,42.9561200924,1,0,1,0,0,1,1,1,1,1,1,100,5,5000,5,0,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-minus-inf,--cprover-smt2
0,394,0,198,1000,592,-2774.0,33.4459459459,0,1,0,1,1,0,1,1,1,0,0,0,100,1000,5,0,sc,0,0,--round-to-nearest,--mathsat
0,250,0,190,1000,440,-2790.0,43.1818181818,0,0,1,0,1,1,1,1,0,1,1,100,5,1000,20,0,sc,--arrays-uf-never,0,--round-to-zero,--boolector
0,409,0,205,1000,614,-2871.0,33.3876221498,1,1,1,1,0,1,1,1,0,0,0,2000,10,100,10,fifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-zero,--cvc4
80,288,68,76,1000,512,-2944.0,28.125,0,0,1,0,0,0,1,0,0,1,1,5000,1,2000,5,lifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-minus-inf,--cvc4
0,415,0,210,1000,625,-2945.0,33.6,1,1,0,1,0,1,1,1,1,1,1,100,1,5000,0,0,pso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,0
92,264,15,183,1000,554,-2960.0,35.7400722022,1,0,0,1,0,1,1,0,1,1,0,5000,1,100,5,0,pso,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,--mathsat
0,413,0,213,1000,626,-2995.0,34.0255591054,0,1,1,1,0,1,1,1,0,1,0,1000,20,5000,100,fifo,sc,0,0,--round-to-plus-inf,--cprover-smt2
92,400,12,200,1000,704,-3000.0,30.1136363636,1,1,1,1,1,1,1,0,0,0,0,0,1,5000,100,0,sc,--arrays-uf-always,--reachability-slice-fb,--round-to-nearest,--z3
90,411,12,203,1000,716,-3041.0,30.0279329609,1,1,1,0,0,1,1,0,0,0,1,0,10,100,10,0,tso,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--mathsat
90,415,11,207,1000,723,-3069.0,30.1521438451,1,1,1,0,1,0,1,0,1,0,0,5000,5,0,5,0,sc,--arrays-uf-always,0,--round-to-plus-inf,0
106,390,15,201,1000,712,-3094.0,30.3370786517,1,1,1,1,1,0,1,0,1,0,0,0,100,0,20,0,sc,--arrays-uf-always,0,--round-to-plus-inf,--z3
102,409,16,201,1000,728,-3115.0,29.8076923077,1,1,0,1,0,1,1,0,1,1,0,5000,10,100,20,0,tso,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--yices
0,411,0,222,1000,633,-3141.0,35.0710900474,0,1,0,0,0,0,1,1,0,1,0,1000,100,1000,5,0,tso,0,--reachability-slice-fb,--round-to-zero,--boolector
0,416,0,223,1000,639,-3152.0,34.8982785603,1,1,1,0,0,0,1,1,1,0,0,5000,20,100,5,0,tso,--arrays-uf-always,--reachability-slice,--round-to-zero,--yices
0,428,0,225,1000,653,-3172.0,34.4563552833,0,1,1,0,1,1,1,1,0,0,0,0,10,0,0,fifo,tso,0,--reachability-slice,--round-to-nearest,--cvc4
0,420,0,227,1000,647,-3212.0,35.085007728,1,1,1,0,0,1,1,1,1,0,0,0,10,0,5,0,sc,0,--reachability-slice-fb,--round-to-plus-inf,--z3
103,406,16,207,1000,732,-3212.0,30.4644808743,0,1,1,1,0,0,1,0,1,0,0,5000,20,1000,100,0,pso,--arrays-uf-never,0,--round-to-minus-inf,--mathsat
86,419,10,218,1000,733,-3217.0,31.105047749,0,1,1,0,0,1,1,0,1,1,1,5000,1,0,10,fifo,sc,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--mathsat
0,419,0,228,1000,647,-3229.0,35.2395672334,1,1,1,1,1,0,1,1,1,1,0,0,10,5000,20,0,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-minus-inf,--cprover-smt2
0,424,0,230,1000,654,-3256.0,35.1681957187,1,1,1,0,1,0,1,1,1,1,1,5000,10,2000,20,fifo,pso,0,--reachability-slice,--round-to-plus-inf,0
92,417,14,217,1000,740,-3319.0,31.2162162162,0,1,1,1,1,1,1,0,1,1,1,2000,5,5000,5,fifo,pso,0,--reachability-slice,--round-to-zero,--boolector
110,402,21,206,1000,739,-3346.0,30.7171853857,1,1,1,1,1,0,1,0,1,0,0,2000,100,100,100,0,sc,--arrays-uf-never,0,--round-to-zero,--boolector
0,427,0,236,1000,663,-3349.0,35.5957767722,0,1,1,1,0,0,1,1,0,1,0,2000,5,1000,10,fifo,sc,--arrays-uf-never,--reachability-slice-fb,--round-to-zero,--cvc4
94,416,16,217,1000,743,-3380.0,31.3593539704,1,1,1,1,1,1,1,0,0,1,1,1000,20,100,5,fifo,pso,0,--reachability-slice,--round-to-minus-inf,--cvc4
206,329,78,110,1000,723,-3515.0,26.0027662517,1,1,0,0,1,0,1,0,1,1,1,100,10,100,5,lifo,sc,0,0,--round-to-plus-inf,0
11,429,4,240,1000,684,-3517.0,35.6725146199,0,0,1,0,0,0,1,0,0,1,1,1000,1,5000,10,0,tso,--arrays-uf-never,0,--round-to-minus-inf,--boolector
98,418,24,211,1000,751,-3530.0,31.2916111851,1,1,1,0,0,0,1,0,1,0,1,5000,100,5000,20,fifo,pso,--arrays-uf-always,--reachability-slice,--round-to-zero,--mathsat
122,414,25,213,1000,774,-3550.0,30.7493540052,0,1,1,0,1,0,1,0,0,1,1,1000,100,2000,100,0,sc,--arrays-uf-never,--reachability-slice-fb,--round-to-plus-inf,--boolector
0,448,0,262,1000,710,-3744.0,36.9014084507,0,0,1,0,1,1,1,1,0,1,1,1000,1,100,0,0,pso,0,0,--round-to-zero,--mathsat
99,191,115,32,1000,437,-3803.0,33.6384439359,1,0,1,0,0,1,0,0,0,0,1,0,100,1000,0,lifo,tso,--arrays-uf-never,--reachability-slice,--round-to-minus-inf,--z3
159,403,48,188,1000,798,-3823.0,29.5739348371,0,1,1,0,0,0,1,0,1,1,1,100,1,100,100,0,pso,0,--reachability-slice-fb,--round-to-plus-inf,0
198,387,73,175,1000,833,-4353.0,29.7719087635,0,1,1,0,1,0,1,0,1,0,0,100,10,2000,0,fifo,sc,0,0,--round-to-nearest,--mathsat
240,395,84,178,1000,897,-4661.0,29.2084726867,1,1,1,0,0,1,1,0,0,1,0,100,100,2000,0,0,tso,--arrays-uf-always,0,--round-to-plus-inf,--cprover-smt2
38,157,139,31,1000,365,-4711.0,46.5753424658,0,0,1,0,1,1,0,0,1,0,0,0,20,1000,100,lifo,tso,--arrays-uf-never,0,--round-to-zero,--boolector
107,138,146,32,1000,423,-4832.0,42.0803782506,0,0,1,1,0,0,0,0,1,0,0,0,5,2000,5,lifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-plus-inf,--z3
36,198,142,44,1000,420,-4978.0,44.2857142857,0,0,1,0,0,0,0,0,0,1,0,0,1,5000,5,fifo,tso,0,0,--round-to-zero,--cprover-smt2
239,392,90,186,1000,907,-4986.0,30.4299889746,0,1,0,1,0,0,1,0,1,0,1,100,100,100,5,0,sc,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,--yices
139,138,161,36,1000,474,-5312.0,41.5611814346,1,0,1,1,1,0,0,0,1,1,1,5000,20,5000,20,fifo,pso,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,--cvc4
114,148,176,30,1000,468,-5736.0,44.0170940171,0,0,1,1,0,0,0,0,1,0,0,2000,20,5000,100,fifo,sc,--arrays-uf-never,0,--round-to-zero,--yices
176,139,182,37,1000,534,-5925.0,41.0112359551,1,0,1,0,0,0,0,0,1,1,0,2000,20,5000,10,fifo,tso,--arrays-uf-always,--reachability-slice-fb,--round-to-plus-inf,--boolector
205,146,219,34,1000,604,-6996.0,41.8874172185,0,0,1,0,1,0,0,0,1,0,0,1000,10,1000,20,fifo,pso,--arrays-uf-never,0,--round-to-nearest,--cvc4
217,1,248,0,1000,466,-7501.0,53.2188841202,0,0,0,0,1,1,1,0,0,0,1,100,5,2000,100,fifo,sc,0,--reachability-slice-fb,--round-to-minus-inf,--boolector
265,186,282,59,1000,792,-9252.0,43.0555555556,1,0,1,1,1,1,1,0,1,0,1,100,20,1000,0,fifo,pso,0,0,--round-to-zero,--yices
268,188,285,92,1000,833,-9868.0,45.2581032413,0,0,0,1,1,1,1,0,1,1,0,100,20,1000,0,lifo,pso,0,--reachability-slice-fb,--round-to-zero,--mathsat
299,0,328,0,1000,627,-9898.0,52.312599681,0,1,1,1,1,1,0,0,0,0,1,1000,5,100,10,lifo,sc,0,--reachability-slice-fb,--round-to-nearest,--cprover-smt2
265,0,327,0,1000,592,-9934.0,55.2364864865,1,1,0,1,1,1,0,0,0,0,1,2000,10,100,5,lifo,sc,--arrays-uf-always,0,--round-to-minus-inf,--boolector
295,102,326,30,1000,753,-10220.0,47.2775564409,0,1,1,0,0,0,0,0,1,0,1,0,20,100,0,lifo,pso,--arrays-uf-always,--reachability-slice-fb,--round-to-plus-inf,--cprover-smt2
284,120,323,38,1000,765,-10256.0,47.1895424837,1,1,1,0,1,0,0,0,0,1,0,5000,5,1000,10,0,tso,--arrays-uf-always,0,--round-to-plus-inf,--z3
293,70,337,10,1000,710,-10288.0,48.8732394366,0,1,0,0,0,1,0,0,0,0,0,2000,5,2000,20,lifo,sc,--arrays-uf-always,0,--round-to-minus-inf,--mathsat
300,111,329,32,1000,772,-10329.0,46.7616580311,1,1,1,1,0,1,0,0,0,1,0,0,100,2000,10,fifo,sc,--arrays-uf-always,0,--round-to-nearest,0
309,103,330,31,1000,773,-10335.0,46.701164295,1,1,1,0,1,0,0,0,1,0,1,1000,100,5000,20,lifo,tso,0,--reachability-slice-fb,--round-to-minus-inf,--z3
304,96,338,14,1000,752,-10336.0,46.8085106383,0,1,0,0,1,1,0,0,0,1,1,5000,5,1000,0,0,pso,0,0,--round-to-nearest,--cprover-smt2
286,112,325,39,1000,762,-10340.0,47.7690288714,1,1,1,0,0,1,0,0,0,1,0,2000,10,1000,100,fifo,pso,--arrays-uf-always,--reachability-slice,--round-to-nearest,--mathsat
303,99,334,23,1000,759,-10351.0,47.0355731225,1,1,1,1,0,0,0,0,0,0,0,1000,20,2000,0,fifo,pso,--arrays-uf-never,0,--round-to-plus-inf,--z3
319,100,333,29,1000,781,-10382.0,46.3508322663,1,1,1,1,1,0,0,0,1,0,0,1000,100,100,100,lifo,sc,0,--reachability-slice-fb,--round-to-plus-inf,--mathsat
311,97,340,14,1000,762,-10385.0,46.4566929134,0,1,0,1,0,1,0,0,0,1,0,0,10,0,20,0,tso,--arrays-uf-never,0,--round-to-plus-inf,--mathsat
296,104,330,33,1000,763,-10392.0,47.5753604194,1,1,1,1,1,0,0,0,1,1,1,5000,5,0,0,lifo,sc,0,0,--round-to-zero,--z3
231,227,259,175,1000,892,-10399.0,48.6547085202,0,0,0,0,0,1,1,0,1,1,1,100,5,5000,0,0,pso,--arrays-uf-always,--reachability-slice-fb,--round-to-nearest,--z3
287,107,327,41,1000,762,-10439.0,48.2939632546,1,1,1,0,0,1,0,0,0,1,0,2000,10,100,10,lifo,pso,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--z3
301,106,332,34,1000,773,-10460.0,47.3479948254,0,1,1,1,1,0,0,0,1,1,1,1000,10,1000,100,fifo,tso,0,0,--round-to-nearest,--z3
296,118,327,45,1000,786,-10474.0,47.3282442748,0,1,1,0,0,0,0,0,1,0,1,2000,10,0,100,0,tso,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,0
302,101,334,34,1000,771,-10527.0,47.7302204929,0,1,1,1,1,1,0,0,1,1,1,5000,100,1000,100,lifo,sc,--arrays-uf-never,0,--round-to-minus-inf,0
299,114,333,38,1000,784,-10552.0,47.3214285714,0,1,1,1,0,0,0,0,1,0,1,1000,5,2000,0,0,sc,--arrays-uf-always,0,--round-to-nearest,--cvc4
292,120,331,43,1000,786,-10576.0,47.582697201,0,1,1,0,0,1,0,0,1,0,0,1000,5,0,0,0,pso,--arrays-uf-never,--reachability-slice,--round-to-zero,--z3
295,96,336,33,1000,760,-10594.0,48.5526315789,0,1,0,0,1,1,0,0,0,1,0,2000,20,5000,5,fifo,sc,--arrays-uf-always,--reachability-slice-fb,--round-to-zero,0
302,95,340,28,1000,765,-10629.0,48.1045751634,0,1,0,1,0,1,0,0,1,0,0,1000,20,100,0,fifo,tso,--arrays-uf-never,--reachability-slice-fb,--round-to-nearest,--boolector
287,128,329,51,1000,795,-10642.0,47.7987421384,0,1,1,0,1,1,0,0,0,0,1,2000,5,0,20,0,sc,0,--reachability-slice-fb,--round-to-zero,0
304,96,341,28,1000,769,-10656.0,47.9843953186,1,1,0,0,0,1,0,0,1,0,0,5000,100,5000,5,0,pso,0,--reachability-slice-fb,--round-to-nearest,0
306,111,335,42,1000,794,-10669.0,47.4811083123,1,1,1,1,1,0,0,0,1,0,1,2000,20,0,100,0,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-plus-inf,--cvc4
294,96,338,35,1000,763,-10692.0,48.8859764089,0,1,0,0,1,1,0,0,0,1,0,0,20,2000,20,lifo,tso,0,--reachability-slice,--round-to-minus-inf,--mathsat
290,222,278,163,1000,953,-10702.0,46.2749213012,1,0,0,0,0,0,1,0,0,0,1,100,100,100,20,0,sc,--arrays-uf-never,0,--round-to-minus-inf,--cvc4
336,0,356,0,1000,692,-10720.0,51.4450867052,0,1,1,1,0,1,0,0,0,0,1,100,20,0,0,lifo,pso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,--cprover-smt2
303,112,338,39,1000,792,-10722.0,47.601010101,0,1,1,0,0,0,0,0,1,1,0,0,20,2000,20,fifo,tso,0,--reachability-slice,--round-to-plus-inf,--yices
309,98,341,33,1000,781,-10724.0,47.8873239437,1,1,0,1,0,1,0,0,0,1,1,2000,20,2000,100,0,pso,--arrays-uf-always,--reachability-slice-fb,--round-to-plus-inf,--yices
308,113,339,38,1000,798,-10727.0,47.2431077694,1,1,1,0,0,0,0,0,1,1,1,2000,100,2000,5,0,tso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,--mathsat
314,114,337,43,1000,808,-10730.0,47.0297029703,0,1,1,0,1,1,0,0,0,1,0,1000,100,100,5,0,tso,0,--reachability-slice,--round-to-minus-inf,--cprover-smt2
325,0,356,0,1000,681,-10742.0,52.2760646109,0,1,1,0,1,0,0,0,0,0,1,100,5,5000,10,lifo,sc,--arrays-uf-always,0,--round-to-minus-inf,--yices
311,108,345,33,1000,797,-10838.0,47.4278544542,1,1,0,0,0,0,0,0,1,0,1,0,1,2000,10,0,pso,0,--reachability-slice,--round-to-plus-inf,--cprover-smt2
330,107,349,29,1000,815,-10865.0,46.3803680982,1,1,1,1,0,0,0,0,0,0,1,1000,100,2000,0,0,tso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,--cvc4
307,105,345,34,1000,791,-10865.0,47.9140328698,1,1,0,1,0,1,0,0,1,1,1,1000,10,1000,20,0,sc,--arrays-uf-never,--reachability-slice,--round-to-plus-inf,--mathsat
312,103,351,33,1000,799,-11033.0,48.0600750939,0,1,0,0,1,0,0,0,1,0,1,0,20,5000,100,0,tso,--arrays-uf-always,--reachability-slice,--round-to-plus-inf,0
312,98,354,32,1000,796,-11118.0,48.4924623116,0,1,0,1,0,0,0,0,1,0,0,2000,5,2000,5,lifo,tso,--arrays-uf-never,--reachability-slice,--round-to-nearest,--z3
314,109,353,40,1000,816,-11199.0,48.1617647059,0,1,0,0,1,0,0,0,0,1,0,0,5,100,100,0,tso,--arrays-uf-never,--reachability-slice,--round-to-zero,--mathsat
327,88,365,22,1000,802,-11290.0,48.2543640898,1,1,0,0,0,1,0,0,0,1,0,100,5,0,10,0,tso,0,--reachability-slice-fb,--round-to-plus-inf,--boolector
328,87,369,21,1000,805,-11401.0,48.4472049689,1,1,0,0,1,0,0,0,1,1,0,100,1,100,0,0,sc,0,--reachability-slice,--round-to-zero,--boolector
365,78,383,21,1000,847,-11784.0,47.6977567887,0,1,0,1,0,0,0,0,0,1,1,100,20,5000,5,lifo,sc,0,--reachability-slice-fb,--round-to-nearest,--boolector
353,71,395,5,1000,824,-11943.0,48.5436893204,0,0,0,0,0,1,0,0,1,0,0,100,1,5000,10,0,pso,--arrays-uf-always,--reachability-slice-fb,--round-to-nearest,--cvc4
355,69,396,5,1000,825,-11973.0,48.6060606061,0,0,0,0,0,0,0,0,1,1,0,100,1,0,100,lifo,pso,--arrays-uf-always,--reachability-slice,--round-to-nearest,--cprover-smt2
407,79,404,19,1000,909,-12339.0,46.5346534653,0,0,1,0,1,0,0,0,1,1,0,100,10,100,100,fifo,sc,--arrays-uf-never,--reachability-slice-fb,--round-to-plus-inf,--cprover-smt2
403,65,415,1,1000,884,-12425.0,47.0588235294,0,0,0,1,0,1,0,0,0,1,0,100,5,100,20,fifo,sc,--arrays-uf-always,--reachability-slice-fb,--round-to-nearest,--mathsat
422,66,418,1,1000,907,-12482.0,46.1962513782,0,0,0,1,1,1,0,0,1,0,0,100,10,100,10,lifo,sc,--arrays-uf-never,--reachability-slice,--round-to-nearest,--boolector
425,75,417,5,1000,922,-12499.0,45.7700650759,1,0,0,1,0,1,0,0,0,0,1,100,10,1000,5,0,pso,0,--reachability-slice-fb,--round-to-nearest,0
459,64,439,7,1000,969,-13178.0,46.0268317853,1,0,0,1,1,1,0,0,0,1,0,100,100,1000,20,lifo,pso,--arrays-uf-always,--reachability-slice,--round-to-minus-inf,0
441,66,438,8,1000,953,-13196.0,46.7995802728,0,0,0,1,0,0,0,0,1,0,1,100,20,0,0,fifo,pso,--arrays-uf-never,--reachability-slice-fb,--round-to-zero,--yices
448,76,433,23,1000,980,-13252.0,46.5306122449,0,0,1,1,0,1,0,0,1,0,1,100,100,0,20,fifo,tso,0,--reachability-slice-fb,--round-to-minus-inf,--mathsat